#OG	member_id	member_annotation
125	ref|CUX96321.1|ref|CUX96321.1|	Dihydrolipoyl dehydrogenase [Candidatus Gullanella endobia]
125	ref|ATW23152.1|ref|ATW23152.1|	dihydrolipoyl dehydrogenase [Candidatus Hamiltonella defensa]
125	ref|CUX97280.1|ref|CUX97280.1|	Dihydrolipoyl dehydrogenase [Candidatus Hoaglandella endobia]
125	ref|WP_067569634.1|ref|WP_067569634.1|	dihydrolipoyl dehydrogenase [Candidatus Mikella endobia]
125	ref|AEI74846.1|ref|AEI74846.1|	dihydrolipoyl dehydrogenase [Candidatus Moranella endobia PCIT]
125	ref|AGJ61092.1|ref|AGJ61092.1|	Dihydrolipoyl dehydrogenase [Candidatus Moranella endobia PCVAL]
125	ref|AHF74307.1|ref|AHF74307.1|	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex [Candidatus Sodalis pierantonius str. SOPE]
125	ref|BBI92300.1|ref|BBI92300.1|	dihydrolipoyl dehydrogenase [Serratia symbiotica]
125	ref|KYP97103.1|ref|KYP97103.1|	dihydrolipoamide dehydrogenase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
125	ref|SNC58910.1|ref|SNC58910.1|	Dihydrolipoyl dehydrogenase [Sodalis endosymbiont of Henestaris halophilus]
125	ref|BAE73744.1|ref|BAE73744.1|	dihydrolipoamide dehydrogenase [Sodalis glossinidius str. morsitans]
125	fig|1173031.7.peg.5922|fig|1173031.7.peg.5922|	unlabeled protein [Sodalis melophagi]
125	ref|WP_025423453.1|ref|WP_025423453.1|	dihydrolipoyl dehydrogenase [Sodalis praecaptivus]
125	ref|AFP84958.1|ref|AFP84958.1|	dihydrolipoamide dehydrogenase [secondary endosymbiont of Ctenarytaina eucalypti]
125	ref|AFP85555.1|ref|AFP85555.1|	dihydrolipoamide dehydrogenase [secondary endosymbiont of Heteropsylla cubana]
126	ref|CUX96824.1|ref|CUX96824.1|	50S ribosomal protein L22 [Candidatus Doolittlea endobia]
126	ref|CUX96195.1|ref|CUX96195.1|	50S ribosomal protein L22 [Candidatus Gullanella endobia]
126	ref|ATW23004.1|ref|ATW23004.1|	50S ribosomal protein L22 [Candidatus Hamiltonella defensa]
126	ref|CUX97097.1|ref|CUX97097.1|	50S ribosomal protein L22 [Candidatus Hoaglandella endobia]
126	ref|WP_067569139.1|ref|WP_067569139.1|	50S ribosomal protein L22 [Candidatus Mikella endobia]
126	ref|AEI75020.1|ref|AEI75020.1|	putative 50S ribosomal protein L22 [Candidatus Moranella endobia PCIT]
126	ref|AGJ61268.1|ref|AGJ61268.1|	50S ribosomal protein L22 [Candidatus Moranella endobia PCVAL]
126	ref|AHF72868.1|ref|AHF72868.1|	LSU ribosomal protein L22p (L17e) [Candidatus Sodalis pierantonius str. SOPE]
126	ref|BBI91548.1|ref|BBI91548.1|	50S ribosomal protein L22 [Serratia symbiotica]
126	ref|KYP97627.1|ref|KYP97627.1|	50S ribosomal protein L22 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
126	ref|SNC58361.1|ref|SNC58361.1|	50S ribosomal protein L22 [Sodalis endosymbiont of Henestaris halophilus]
126	ref|BAE75548.1|ref|BAE75548.1|	50S ribosomal protein L22 [Sodalis glossinidius str. morsitans]
126	fig|1173031.7.peg.3930|fig|1173031.7.peg.3930|	unlabeled protein [Sodalis melophagi]
126	ref|WP_011412083.1|ref|WP_011412083.1|	MULTISPECIES: 50S ribosomal protein L22 [Sodalis praecaptivus]
126	ref|AFP84725.1|ref|AFP84725.1|	ribosomal protein L22, bacterial type [secondary endosymbiont of Ctenarytaina eucalypti]
126	ref|AFP85603.1|ref|AFP85603.1|	ribosomal protein L22, bacterial type [secondary endosymbiont of Heteropsylla cubana]
127	ref|CUX96409.1|ref|CUX96409.1|	Phenylalanine--tRNA ligase beta subunit [Candidatus Doolittlea endobia]
127	ref|CUX95896.1|ref|CUX95896.1|	Phenylalanine--tRNA ligase beta subunit [Candidatus Gullanella endobia]
127	ref|ATW22974.1|ref|ATW22974.1|	phenylalanine--tRNA ligase subunit beta [Candidatus Hamiltonella defensa]
127	ref|CUX97160.1|ref|CUX97160.1|	Phenylalanine--tRNA ligase beta subunit [Candidatus Hoaglandella endobia]
127	ref|WP_067569530.1|ref|WP_067569530.1|	phenylalanine--tRNA ligase subunit beta [Candidatus Mikella endobia]
127	ref|AEI74884.1|ref|AEI74884.1|	phenylalanyl-tRNA synthetase subunit beta [Candidatus Moranella endobia PCIT]
127	ref|AGJ61130.1|ref|AGJ61130.1|	Phenylalanyl-tRNA synthetase beta chain [Candidatus Moranella endobia PCVAL]
127	ref|AHF74167.1|ref|AHF74167.1|	phenylalanyl-tRNA synthetase subunit beta [Candidatus Sodalis pierantonius str. SOPE]
127	ref|BBI91685.1|ref|BBI91685.1|	phenylalanine--tRNA ligase beta subunit [Serratia symbiotica]
127	ref|KYP97470.1|ref|KYP97470.1|	phenylalanine--tRNA ligase beta subunit [Sodalis-like endosymbiont of Proechinophthirus fluctus]
127	ref|SNC58812.1|ref|SNC58812.1|	Phenylalanine--tRNA ligase beta subunit [Sodalis endosymbiont of Henestaris halophilus]
127	ref|BAE74698.1|ref|BAE74698.1|	phenylalanyl-tRNA synthase beta subunit [Sodalis glossinidius str. morsitans]
127	fig|1173031.7.peg.3033|fig|1173031.7.peg.3033|	unlabeled protein [Sodalis melophagi]
127	ref|WP_025422256.1|ref|WP_025422256.1|	phenylalanine--tRNA ligase subunit beta [Sodalis praecaptivus]
127	ref|AFP84564.1|ref|AFP84564.1|	phenylalanyl-tRNA synthetase, beta subunit [secondary endosymbiont of Ctenarytaina eucalypti]
127	ref|AFP85665.1|ref|AFP85665.1|	phenylalanyl-tRNA synthetase, beta subunit [secondary endosymbiont of Heteropsylla cubana]
129	ref|CUX96498.1|ref|CUX96498.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Doolittlea endobia]
129	ref|CUX96093.1|ref|CUX96093.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Gullanella endobia]
129	ref|ATW22215.1|ref|ATW22215.1|	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase [Candidatus Hamiltonella defensa]
129	ref|CUX97322.1|ref|CUX97322.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Hoaglandella endobia]
129	ref|WP_067569345.1|ref|WP_067569345.1|	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Candidatus Mikella endobia]
129	ref|AEI74713.1|ref|AEI74713.1|	dimethyladenosine transferase [Candidatus Moranella endobia PCIT]
129	ref|AGJ61369.1|ref|AGJ61369.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Moranella endobia PCVAL]
129	ref|AHF73627.1|ref|AHF73627.1|	Dimethyladenosine transferase [Candidatus Sodalis pierantonius str. SOPE]
129	ref|BBI91758.1|ref|BBI91758.1|	ribosomal RNA small subunit methyltransferase A [Serratia symbiotica]
129	ref|KYP97683.1|ref|KYP97683.1|	16S rRNA methyltransferase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
129	ref|SNC58550.1|ref|SNC58550.1|	Ribosomal RNA small subunit methyltransferase A [Sodalis endosymbiont of Henestaris halophilus]
129	ref|BAE73699.1|ref|BAE73699.1|	dimethyladenosine transferase [Sodalis glossinidius str. morsitans]
129	fig|1173031.7.peg.3607|fig|1173031.7.peg.3607|	unlabeled protein [Sodalis melophagi]
129	ref|WP_025423511.1|ref|WP_025423511.1|	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Sodalis praecaptivus]
129	ref|AFP84943.1|ref|AFP84943.1|	dimethyladenosine transferase [secondary endosymbiont of Ctenarytaina eucalypti]
129	ref|AFP85450.1|ref|AFP85450.1|	dimethyladenosine transferase [secondary endosymbiont of Heteropsylla cubana]
130	ref|CUX96710.1|ref|CUX96710.1|	Endoribonuclease YbeY [Candidatus Doolittlea endobia]
130	ref|CUX96348.1|ref|CUX96348.1|	Endoribonuclease YbeY [Candidatus Gullanella endobia]
130	ref|ATW21633.1|ref|ATW21633.1|	rRNA maturation RNase YbeY [Candidatus Hamiltonella defensa]
130	ref|CUX97317.1|ref|CUX97317.1|	Endoribonuclease YbeY [Candidatus Hoaglandella endobia]
130	ref|WP_067569612.1|ref|WP_067569612.1|	rRNA maturation RNase YbeY [Candidatus Mikella endobia]
130	ref|AEI74923.1|ref|AEI74923.1|	putative metalloprotein YbeY family [Candidatus Moranella endobia PCIT]
130	ref|AGJ61170.1|ref|AGJ61170.1|	putative rRNA maturation factor [Candidatus Moranella endobia PCVAL]
130	ref|AHF73937.1|ref|AHF73937.1|	metal-dependent hydrolase [Candidatus Sodalis pierantonius str. SOPE]
130	ref|BBI92897.1|ref|BBI92897.1|	endoribonuclease YbeY [Serratia symbiotica]
130	ref|KYP96318.1|ref|KYP96318.1|	metal-binding heat shock protein [Sodalis-like endosymbiont of Proechinophthirus fluctus]
130	ref|SNC59015.1|ref|SNC59015.1|	Endoribonuclease YbeY [Sodalis endosymbiont of Henestaris halophilus]
130	ref|BAE74084.1|ref|BAE74084.1|	conserved hypothetical protein [Sodalis glossinidius str. morsitans]
130	fig|1173031.7.peg.5427|fig|1173031.7.peg.5427|	unlabeled protein [Sodalis melophagi]
130	ref|WP_025422968.1|ref|WP_025422968.1|	rRNA maturation RNase YbeY [Sodalis praecaptivus]
130	ref|AFP84966.1|ref|AFP84966.1|	metalloprotein, YbeY/UPF0054 family [secondary endosymbiont of Ctenarytaina eucalypti]
130	ref|AFP85651.1|ref|AFP85651.1|	metalloprotein, YbeY/UPF0054 family [secondary endosymbiont of Heteropsylla cubana]
132	ref|CUX96593.1|ref|CUX96593.1|	Glutamate--tRNA ligase [Candidatus Doolittlea endobia]
132	ref|CUX96045.1|ref|CUX96045.1|	Glutamate--tRNA ligase [Candidatus Gullanella endobia]
132	ref|ATW21901.1|ref|ATW21901.1|	glutamate--tRNA ligase [Candidatus Hamiltonella defensa]
132	ref|CUX97128.1|ref|CUX97128.1|	Glutamate--tRNA ligase [Candidatus Hoaglandella endobia]
132	ref|WP_067569315.1|ref|WP_067569315.1|	glutamate--tRNA ligase [Candidatus Mikella endobia]
132	ref|AEI74972.1|ref|AEI74972.1|	glutamyl-tRNA synthetase [Candidatus Moranella endobia PCIT]
132	ref|AGJ61220.1|ref|AGJ61220.1|	Glutamyl-tRNA synthetase [Candidatus Moranella endobia PCVAL]
132	ref|AHF74451.1|ref|AHF74451.1|	glutamyl-tRNA synthetase [Candidatus Sodalis pierantonius str. SOPE]
132	ref|BBI92070.1|ref|BBI92070.1|	glutamate--tRNA ligase [Serratia symbiotica]
132	ref|KYP97764.1|ref|KYP97764.1|	glutamyl-tRNA ligase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
132	ref|SNC58419.1|ref|SNC58419.1|	Glutamate--tRNA ligase [Sodalis endosymbiont of Henestaris halophilus]
132	ref|BAE74951.1|ref|BAE74951.1|	glutamyl-tRNA synthase [Sodalis glossinidius str. morsitans]
132	fig|1173031.7.peg.1823|fig|1173031.7.peg.1823|	unlabeled protein [Sodalis melophagi]
132	ref|WP_025421458.1|ref|WP_025421458.1|	glutamate--tRNA ligase [Sodalis praecaptivus]
132	ref|AFP85170.1|ref|AFP85170.1|	glutamyl-tRNA synthetase [secondary endosymbiont of Ctenarytaina eucalypti]
132	ref|AFP85464.1|ref|AFP85464.1|	glutamyl-tRNA synthetase [secondary endosymbiont of Heteropsylla cubana]
134	ref|CUX96769.1|ref|CUX96769.1|	Lipoyl synthase [Candidatus Doolittlea endobia]
134	ref|CUX96339.1|ref|CUX96339.1|	Lipoyl synthase [Candidatus Gullanella endobia]
134	ref|ATW22143.1|ref|ATW22143.1|	lipoyl synthase [Candidatus Hamiltonella defensa]
134	ref|CUX97307.1|ref|CUX97307.1|	Lipoyl synthase [Candidatus Hoaglandella endobia]
134	ref|WP_082797671.1|ref|WP_082797671.1|	lipoyl synthase [Candidatus Mikella endobia]
134	ref|AEI74798.1|ref|AEI74798.1|	lipoyl synthase [Candidatus Moranella endobia PCIT]
134	ref|AGJ61455.1|ref|AGJ61455.1|	Lipoyl synthase [Candidatus Moranella endobia PCVAL]
134	ref|AHF73458.1|ref|AHF73458.1|	lipoate synthase [Candidatus Sodalis pierantonius str. SOPE]
134	ref|BBI91733.1|ref|BBI91733.1|	lipoyl synthase [Serratia symbiotica]
134	ref|KYP96309.1|ref|KYP96309.1|	lipoyl synthase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
134	ref|SNC59001.1|ref|SNC59001.1|	Lipoyl synthase [Sodalis endosymbiont of Henestaris halophilus]
134	ref|BAE74067.1|ref|BAE74067.1|	lipoate synthase [Sodalis glossinidius str. morsitans]
134	fig|1173031.7.peg.5400|fig|1173031.7.peg.5400|	unlabeled protein [Sodalis melophagi]
134	ref|WP_025422989.1|ref|WP_025422989.1|	lipoyl synthase [Sodalis praecaptivus]
134	ref|AFP84683.1|ref|AFP84683.1|	lipoate synthase [secondary endosymbiont of Ctenarytaina eucalypti]
134	ref|AFP85762.1|ref|AFP85762.1|	lipoate synthase [secondary endosymbiont of Heteropsylla cubana]
135	ref|CUX96919.1|ref|CUX96919.1|	Elongation factor Ts [Candidatus Doolittlea endobia]
135	ref|CUX95788.1|ref|CUX95788.1|	Elongation factor Ts [Candidatus Gullanella endobia]
135	ref|ATW22597.1|ref|ATW22597.1|	translation elongation factor Ts [Candidatus Hamiltonella defensa]
135	ref|CUX97269.1|ref|CUX97269.1|	Elongation factor Ts [Candidatus Hoaglandella endobia]
135	ref|WP_067569462.1|ref|WP_067569462.1|	elongation factor Ts [Candidatus Mikella endobia]
135	ref|AEI74962.1|ref|AEI74962.1|	translational elongation factor Ts [Candidatus Moranella endobia PCIT]
135	ref|AGJ61210.1|ref|AGJ61210.1|	Elongation factor Ts [Candidatus Moranella endobia PCVAL]
135	ref|AHF74725.1|ref|AHF74725.1|	Translation elongation factor Ts [Candidatus Sodalis pierantonius str. SOPE]
135	ref|BBI92489.1|ref|BBI92489.1|	elongation factor Ts [Serratia symbiotica]
135	ref|KYP97825.1|ref|KYP97825.1|	elongation factor Ts [Sodalis-like endosymbiont of Proechinophthirus fluctus]
135	ref|SNC58309.1|ref|SNC58309.1|	Elongation factor Ts [Sodalis endosymbiont of Henestaris halophilus]
135	ref|BAE75217.1|ref|BAE75217.1|	elongation factor EF-Ts [Sodalis glossinidius str. morsitans]
135	fig|1173031.7.peg.1560|fig|1173031.7.peg.1560|	unlabeled protein [Sodalis melophagi]
135	ref|WP_025421109.1|ref|WP_025421109.1|	elongation factor Ts [Sodalis praecaptivus]
135	ref|AFP85072.1|ref|AFP85072.1|	translation elongation factor Ts [secondary endosymbiont of Ctenarytaina eucalypti]
135	ref|AFP85786.1|ref|AFP85786.1|	translation elongation factor Ts [secondary endosymbiont of Heteropsylla cubana]
136	ref|CUX96668.1|ref|CUX96668.1|	50S ribosomal protein L10 [Candidatus Doolittlea endobia]
136	ref|CUX95764.1|ref|CUX95764.1|	50S ribosomal protein L10 [Candidatus Gullanella endobia]
136	ref|ATW22166.1|ref|ATW22166.1|	50S ribosomal protein L10 [Candidatus Hamiltonella defensa]
136	ref|CUX97375.1|ref|CUX97375.1|	50S ribosomal protein L10 [Candidatus Hoaglandella endobia]
136	ref|WP_067569166.1|ref|WP_067569166.1|	50S ribosomal protein L10 [Candidatus Mikella endobia]
136	ref|AEI75055.1|ref|AEI75055.1|	putative 50S ribosomal protein L10 [Candidatus Moranella endobia PCIT]
136	ref|AGJ61305.1|ref|AGJ61305.1|	50S ribosomal protein L10 [Candidatus Moranella endobia PCVAL]
136	ref|AHF74821.1|ref|AHF74821.1|	LSU ribosomal protein L10p (P0) [Candidatus Sodalis pierantonius str. SOPE]
136	ref|BBI91350.1|ref|BBI91350.1|	50S ribosomal protein L10 [Serratia symbiotica]
136	ref|KYP97157.1|ref|KYP97157.1|	50S ribosomal protein L10 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
136	ref|SNC58771.1|ref|SNC58771.1|	50S ribosomal protein L10 [Sodalis endosymbiont of Henestaris halophilus]
136	ref|BAE73407.1|ref|BAE73407.1|	50S ribosomal protein L10 [Sodalis glossinidius str. morsitans]
136	fig|1173031.7.peg.5166|fig|1173031.7.peg.5166|	unlabeled protein [Sodalis melophagi]
136	ref|WP_025424016.1|ref|WP_025424016.1|	50S ribosomal protein L10 [Sodalis praecaptivus]
136	ref|AFP84674.1|ref|AFP84674.1|	ribosomal protein L10 [secondary endosymbiont of Ctenarytaina eucalypti]
136	ref|AFP85628.1|ref|AFP85628.1|	ribosomal protein L10 [secondary endosymbiont of Heteropsylla cubana]
140	ref|CUX96768.1|ref|CUX96768.1|	Octanoyltransferase [Candidatus Doolittlea endobia]
140	ref|CUX96340.1|ref|CUX96340.1|	Octanoyltransferase [Candidatus Gullanella endobia]
140	ref|ATW22142.1|ref|ATW22142.1|	octanoyltransferase [Candidatus Hamiltonella defensa]
140	ref|CUX97308.1|ref|CUX97308.1|	Octanoyltransferase [Candidatus Hoaglandella endobia]
140	ref|WP_082797670.1|ref|WP_082797670.1|	lipoyl(octanoyl) transferase LipB [Candidatus Mikella endobia]
140	ref|AEI74797.1|ref|AEI74797.1|	lipoate-protein ligase B [Candidatus Moranella endobia PCIT]
140	ref|AGJ61454.1|ref|AGJ61454.1|	Octanoyltransferase [Candidatus Moranella endobia PCVAL]
140	ref|AHF73459.1|ref|AHF73459.1|	Octanoate-[acyl-carrier-protein]-protein-N- octanoyltransferase [Candidatus Sodalis pierantonius str. SOPE]
140	ref|BBI92809.1|ref|BBI92809.1|	octanoyltransferase [Serratia symbiotica]
140	ref|KYP96310.1|ref|KYP96310.1|	lipoate--protein ligase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
140	ref|SNC59002.1|ref|SNC59002.1|	Octanoyltransferase [Sodalis endosymbiont of Henestaris halophilus]
140	ref|BAE74068.1|ref|BAE74068.1|	lipoate-protein ligase B [Sodalis glossinidius str. morsitans]
140	fig|1173031.7.peg.5401|fig|1173031.7.peg.5401|	unlabeled protein [Sodalis melophagi]
140	ref|WP_038668617.1|ref|WP_038668617.1|	lipoyl(octanoyl) transferase LipB [Sodalis praecaptivus]
140	ref|AFP84682.1|ref|AFP84682.1|	lipoate-protein ligase B [secondary endosymbiont of Ctenarytaina eucalypti]
140	ref|AFP85761.1|ref|AFP85761.1|	lipoate-protein ligase B [secondary endosymbiont of Heteropsylla cubana]
141	ref|CUX96568.1|ref|CUX96568.1|	50S ribosomal protein L9 [Candidatus Doolittlea endobia]
141	ref|CUX96126.1|ref|CUX96126.1|	50S ribosomal protein L9 [Candidatus Gullanella endobia]
141	ref|ATW22232.1|ref|ATW22232.1|	50S ribosomal protein L9 [Candidatus Hamiltonella defensa]
141	ref|CUX97394.1|ref|CUX97394.1|	50S ribosomal protein L9 [Candidatus Hoaglandella endobia]
141	ref|WP_067569411.1|ref|WP_067569411.1|	50S ribosomal protein L9 [Candidatus Mikella endobia]
141	ref|AEI74763.1|ref|AEI74763.1|	50S ribosomal protein L9 [Candidatus Moranella endobia PCIT]
141	ref|AGJ61420.1|ref|AGJ61420.1|	50S ribosomal protein L9 [Candidatus Moranella endobia PCVAL]
141	ref|AHF73523.1|ref|AHF73523.1|	LSU ribosomal protein L9p [Candidatus Sodalis pierantonius str. SOPE]
141	ref|BBI92212.1|ref|BBI92212.1|	50S ribosomal protein L9 [Serratia symbiotica]
141	ref|KYP97725.1|ref|KYP97725.1|	50S ribosomal protein L9 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
141	ref|SNC58692.1|ref|SNC58692.1|	50S ribosomal protein L9 [Sodalis endosymbiont of Henestaris halophilus]
141	ref|BAE73623.1|ref|BAE73623.1|	50S ribosomal protein L9 [Sodalis glossinidius str. morsitans]
141	fig|1173031.7.peg.3497|fig|1173031.7.peg.3497|	unlabeled protein [Sodalis melophagi]
141	ref|WP_025423605.1|ref|WP_025423605.1|	50S ribosomal protein L9 [Sodalis praecaptivus]
141	ref|AFP84507.1|ref|AFP84507.1|	ribosomal protein L9 [secondary endosymbiont of Ctenarytaina eucalypti]
141	ref|AFP85442.1|ref|AFP85442.1|	ribosomal protein L9 [secondary endosymbiont of Heteropsylla cubana]
142	ref|CUX96671.1|ref|CUX96671.1|	Transcription termination/antitermination protein NusG [Candidatus Doolittlea endobia]
142	ref|CUX95759.1|ref|CUX95759.1|	Transcription termination/antitermination protein NusG [Candidatus Gullanella endobia]
142	ref|ATW22169.1|ref|ATW22169.1|	transcription termination/antitermination protein NusG [Candidatus Hamiltonella defensa]
142	ref|CUX97372.1|ref|CUX97372.1|	hypothetical protein TPER_HE00462 [Candidatus Hoaglandella endobia]
142	ref|WP_067569178.1|ref|WP_067569178.1|	transcription termination/antitermination protein NusG [Candidatus Mikella endobia]
142	ref|AEI75058.1|ref|AEI75058.1|	transcription antitermination protein nusG [Candidatus Moranella endobia PCIT]
142	ref|AGJ61308.1|ref|AGJ61308.1|	Transcription antitermination protein nusG [Candidatus Moranella endobia PCVAL]
142	ref|AHF74824.1|ref|AHF74824.1|	transcription antitermination protein NusG [Candidatus Sodalis pierantonius str. SOPE]
142	ref|BBI91353.1|ref|BBI91353.1|	transcription termination/antitermination protein NusG [Serratia symbiotica]
142	ref|KYP97160.1|ref|KYP97160.1|	transcription antiterminator NusG [Sodalis-like endosymbiont of Proechinophthirus fluctus]
142	ref|SNC58768.1|ref|SNC58768.1|	transcription termination/antitermination protein NusG [Sodalis endosymbiont of Henestaris halophilus]
142	ref|BAE73404.1|ref|BAE73404.1|	transcription antitermination protein [Sodalis glossinidius str. morsitans]
142	fig|1173031.7.peg.5163|fig|1173031.7.peg.5163|	unlabeled protein [Sodalis melophagi]
142	ref|WP_009639145.1|ref|WP_009639145.1|	MULTISPECIES: transcription termination/antitermination protein NusG [Sodalis praecaptivus]
142	ref|AFP84671.1|ref|AFP84671.1|	transcription antitermination protein nusG [secondary endosymbiont of Ctenarytaina eucalypti]
142	ref|AFP85631.1|ref|AFP85631.1|	transcription antitermination protein nusG [secondary endosymbiont of Heteropsylla cubana]
143	ref|CUX96451.1|ref|CUX96451.1|	Lon protease [Candidatus Doolittlea endobia]
143	ref|CUX95845.1|ref|CUX95845.1|	Lon protease [Candidatus Gullanella endobia]
143	ref|ATW22240.1|ref|ATW22240.1|	endopeptidase La [Candidatus Hamiltonella defensa]
143	ref|CUX97223.1|ref|CUX97223.1|	Lon protease [Candidatus Hoaglandella endobia]
143	ref|WP_067568923.1|ref|WP_067568923.1|	endopeptidase La [Candidatus Mikella endobia]
143	ref|AEI74976.1|ref|AEI74976.1|	ATP-dependent protease La [Candidatus Moranella endobia PCIT]
143	ref|AGJ61224.1|ref|AGJ61224.1|	Lon protease [Candidatus Moranella endobia PCVAL]
143	ref|AHF75049.1|ref|AHF75049.1|	ATP-dependent protease La Type I [Candidatus Sodalis pierantonius str. SOPE]
143	ref|BBI92710.1|ref|BBI92710.1|	lon protease [Serratia symbiotica]
143	ref|KYP95607.1|ref|KYP95607.1|	DNA-binding protein [Sodalis-like endosymbiont of Proechinophthirus fluctus]
143	ref|SNC58495.1|ref|SNC58495.1|	Lon protease [Sodalis endosymbiont of Henestaris halophilus]
143	ref|BAE73948.1|ref|BAE73948.1|	ATP-dependent protease Lon [Sodalis glossinidius str. morsitans]
143	fig|1173031.7.peg.4151|fig|1173031.7.peg.4151|	unlabeled protein [Sodalis melophagi]
143	ref|WP_071882038.1|ref|WP_071882038.1|	endopeptidase La [Sodalis praecaptivus]
143	ref|AFP85326.1|ref|AFP85326.1|	ATP-dependent protease La [secondary endosymbiont of Ctenarytaina eucalypti]
143	ref|AFP85896.1|ref|AFP85896.1|	ATP-dependent protease La [secondary endosymbiont of Heteropsylla cubana]
146	ref|CUX96543.1|ref|CUX96543.1|	Acyl carrier protein [Candidatus Doolittlea endobia]
146	ref|CUX96306.1|ref|CUX96306.1|	Acyl carrier protein [Candidatus Gullanella endobia]
146	ref|ATW21960.1|ref|ATW21960.1|	acyl carrier protein [Candidatus Hamiltonella defensa]
146	ref|CUX97214.1|ref|CUX97214.1|	Acyl carrier protein [Candidatus Hoaglandella endobia]
146	ref|WP_067569592.1|ref|WP_067569592.1|	acyl carrier protein [Candidatus Mikella endobia]
146	ref|AEI74805.1|ref|AEI74805.1|	acyl carrier protein [Candidatus Moranella endobia PCIT]
146	ref|AGJ61462.1|ref|AGJ61462.1|	Acyl Carrier Protein [Candidatus Moranella endobia PCVAL]
146	ref|AHF74031.1|ref|AHF74031.1|	acyl carrier protein [Candidatus Sodalis pierantonius str. SOPE]
146	ref|BBI92163.1|ref|BBI92163.1|	acyl carrier protein [Serratia symbiotica]
146	ref|KYP97298.1|ref|KYP97298.1|	acyl carrier protein [Sodalis-like endosymbiont of Proechinophthirus fluctus]
146	ref|SNC58661.1|ref|SNC58661.1|	Acyl carrier protein [Sodalis endosymbiont of Henestaris halophilus]
146	ref|BAE74336.1|ref|BAE74336.1|	acyl carrier protein [Sodalis glossinidius str. morsitans]
146	fig|1173031.7.peg.274|fig|1173031.7.peg.274|	unlabeled protein [Sodalis melophagi]
146	ref|WP_011410921.1|ref|WP_011410921.1|	MULTISPECIES: acyl carrier protein [Sodalis praecaptivus]
146	ref|AFP85194.1|ref|AFP85194.1|	acyl carrier protein [secondary endosymbiont of Ctenarytaina eucalypti]
146	ref|AFP85861.1|ref|AFP85861.1|	acyl carrier protein [secondary endosymbiont of Heteropsylla cubana]
147	ref|CUX96588.1|ref|CUX96588.1|	Transcription termination factor Rho [Candidatus Doolittlea endobia]
147	ref|CUX96295.1|ref|CUX96295.1|	Transcription termination factor Rho [Candidatus Gullanella endobia]
147	ref|ATW23143.1|ref|ATW23143.1|	transcription termination factor Rho [Candidatus Hamiltonella defensa]
147	ref|CUX97135.1|ref|CUX97135.1|	hypothetical protein TPER_HE00202 [Candidatus Hoaglandella endobia]
147	ref|WP_067569414.1|ref|WP_067569414.1|	transcription termination factor Rho [Candidatus Mikella endobia]
147	ref|AEI74707.1|ref|AEI74707.1|	transcription termination factor Rho [Candidatus Moranella endobia PCIT]
147	ref|AGJ61363.1|ref|AGJ61363.1|	Transcription termination factor Rho [Candidatus Moranella endobia PCVAL]
147	ref|AHF73040.1|ref|AHF73040.1|	transcription termination factor Rho [Candidatus Sodalis pierantonius str. SOPE]
147	ref|BBI92847.1|ref|BBI92847.1|	transcription termination factor Rho [Serratia symbiotica]
147	ref|KYP96705.1|ref|KYP96705.1|	transcription termination factor Rho [Sodalis-like endosymbiont of Proechinophthirus fluctus]
147	ref|SNC58825.1|ref|SNC58825.1|	transcription termination factor Rho [Sodalis endosymbiont of Henestaris halophilus]
147	ref|BAE75661.1|ref|BAE75661.1|	transcription termination factor Rho [Sodalis glossinidius str. morsitans]
147	fig|1173031.7.peg.2398|fig|1173031.7.peg.2398|	unlabeled protein [Sodalis melophagi]
147	ref|WP_011412192.1|ref|WP_011412192.1|	MULTISPECIES: transcription termination factor Rho [Sodalis praecaptivus]
147	ref|AFP84471.1|ref|AFP84471.1|	transcription termination factor Rho [secondary endosymbiont of Ctenarytaina eucalypti]
147	ref|AFP85610.1|ref|AFP85610.1|	transcription termination factor Rho [secondary endosymbiont of Heteropsylla cubana]
148	ref|CUX96679.1|ref|CUX96679.1|	Glycine--tRNA ligase beta subunit [Candidatus Doolittlea endobia]
148	ref|CUX96164.1|ref|CUX96164.1|	Glycine--tRNA ligase beta subunit [Candidatus Gullanella endobia]
148	ref|ATW22093.1|ref|ATW22093.1|	glycine--tRNA ligase subunit beta [Candidatus Hamiltonella defensa]
