#OG	member_id	member_annotation
122	ref|BAB13087.1|ref|BAB13087.1|	transcription elongation factor greA [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
122	ref|AAO27066.1|ref|AAO27066.1|	transcription elongation factor GreA [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
122	ref|CUX96510.1|ref|CUX96510.1|	Transcription elongation factor GreA [Candidatus Doolittlea endobia]
122	ref|CUX96120.1|ref|CUX96120.1|	Transcription elongation factor GreA [Candidatus Gullanella endobia]
122	ref|ATW23094.1|ref|ATW23094.1|	transcription elongation factor GreA [Candidatus Hamiltonella defensa]
122	ref|CUX97045.1|ref|CUX97045.1|	Transcription elongation factor GreA [Candidatus Hoaglandella endobia]
122	ref|WP_067568975.1|ref|WP_067568975.1|	transcription elongation factor GreA [Candidatus Mikella endobia]
122	ref|AEI74935.1|ref|AEI74935.1|	transcription elongation factor GreA [Candidatus Moranella endobia PCIT]
122	ref|AGJ61183.1|ref|AGJ61183.1|	Transcription elongation factor greA [Candidatus Moranella endobia PCVAL]
122	ref|AHF73545.1|ref|AHF73545.1|	transcription elongation factor GreA [Candidatus Sodalis pierantonius str. SOPE]
122	ref|BBI92883.1|ref|BBI92883.1|	transcription elongation factor GreA [Serratia symbiotica]
122	ref|KYP97654.1|ref|KYP97654.1|	transcription elongation factor GreA [Sodalis-like endosymbiont of Proechinophthirus fluctus]
122	ref|SNC58702.1|ref|SNC58702.1|	Transcription elongation factor GreA [Sodalis endosymbiont of Henestaris halophilus]
122	ref|BAE73643.1|ref|BAE73643.1|	transcription elongation factor [Sodalis glossinidius str. morsitans]
122	fig|1173031.7.peg.3515|fig|1173031.7.peg.3515|	unlabeled protein [Sodalis melophagi]
122	ref|WP_025423582.1|ref|WP_025423582.1|	transcription elongation factor GreA [Sodalis praecaptivus]
122	ref|AFP84881.1|ref|AFP84881.1|	transcription elongation factor GreA [secondary endosymbiont of Ctenarytaina eucalypti]
122	ref|AFP85870.1|ref|AFP85870.1|	transcription elongation factor [secondary endosymbiont of Heteropsylla cubana]
123	fig|634115.4.peg.135|fig|634115.4.peg.135|	unlabeled protein [Arsenophenous melophagi]
123	fig|634115.3.peg.135|fig|634115.3.peg.135|	unlabeled protein [Arsenophenous melophagi]
123	ref|BAB12843.1|ref|BAB12843.1|	threonyl-tRNA synthetase [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
123	ref|AAO26853.1|ref|AAO26853.1|	threonyl-tRNA synthetase [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
123	ref|CUX96414.1|ref|CUX96414.1|	Threonine--tRNA ligase [Candidatus Doolittlea endobia]
123	ref|CUX95886.1|ref|CUX95886.1|	Threonine--tRNA ligase [Candidatus Gullanella endobia]
123	ref|ATW22969.1|ref|ATW22969.1|	threonine--tRNA ligase [Candidatus Hamiltonella defensa]
123	ref|CUX97155.1|ref|CUX97155.1|	Threonine--tRNA ligase [Candidatus Hoaglandella endobia]
123	ref|WP_067569542.1|ref|WP_067569542.1|	threonine--tRNA ligase [Candidatus Mikella endobia]
123	ref|AEI74889.1|ref|AEI74889.1|	threonyl-tRNA synthetase [Candidatus Moranella endobia PCIT]
123	ref|AGJ61135.1|ref|AGJ61135.1|	Threonyl-tRNA synthetase [Candidatus Moranella endobia PCVAL]
123	ref|AHF74172.1|ref|AHF74172.1|	threonyl-tRNA synthetase [Candidatus Sodalis pierantonius str. SOPE]
123	ref|BBI91680.1|ref|BBI91680.1|	threonine--tRNA ligase [Serratia symbiotica]
123	ref|KYP97465.1|ref|KYP97465.1|	threonine--tRNA ligase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
123	ref|SNC58817.1|ref|SNC58817.1|	Threonine--tRNA ligase [Sodalis endosymbiont of Henestaris halophilus]
123	ref|BAE74694.1|ref|BAE74694.1|	threonyl-tRNA synthase [Sodalis glossinidius str. morsitans]
123	fig|1173031.7.peg.3038|fig|1173031.7.peg.3038|	unlabeled protein [Sodalis melophagi]
123	ref|WP_025422259.1|ref|WP_025422259.1|	threonine--tRNA ligase [Sodalis praecaptivus]
123	ref|AFP84568.1|ref|AFP84568.1|	threonyl-tRNA synthetase [secondary endosymbiont of Ctenarytaina eucalypti]
123	ref|AFP85669.1|ref|AFP85669.1|	threonyl-tRNA synthetase [secondary endosymbiont of Heteropsylla cubana]
124	fig|634115.3.peg.541|fig|634115.3.peg.541|	unlabeled protein [Arsenophenous melophagi]
124	fig|634115.4.peg.541|fig|634115.4.peg.541|	unlabeled protein [Arsenophenous melophagi]
124	ref|BAB13197.1|ref|BAB13197.1|	preprotein translocase secY subunit [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
124	ref|AAO27153.1|ref|AAO27153.1|	preprotein translocase SecY subunit [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
124	ref|CUX96809.1|ref|CUX96809.1|	Protein translocase subunit SecY [Candidatus Doolittlea endobia]
124	ref|CUX96210.1|ref|CUX96210.1|	Protein translocase subunit SecY [Candidatus Gullanella endobia]
124	ref|ATW22989.1|ref|ATW22989.1|	preprotein translocase subunit SecY [Candidatus Hamiltonella defensa]
124	ref|CUX97082.1|ref|CUX97082.1|	Protein translocase subunit SecY [Candidatus Hoaglandella endobia]
124	ref|WP_067569090.1|ref|WP_067569090.1|	preprotein translocase subunit SecY [Candidatus Mikella endobia]
124	ref|AEI75035.1|ref|AEI75035.1|	preprotein translocase SecY subunit [Candidatus Moranella endobia PCIT]
124	ref|AGJ61283.1|ref|AGJ61283.1|	Preprotein translocase subunit secY [Candidatus Moranella endobia PCVAL]
124	ref|AHF72853.1|ref|AHF72853.1|	Preprotein translocase secY subunit [Candidatus Sodalis pierantonius str. SOPE]
124	ref|BBI91533.1|ref|BBI91533.1|	protein translocase subunit SecY [Serratia symbiotica]
124	ref|KYP97641.1|ref|KYP97641.1|	preprotein translocase subunit SecY [Sodalis-like endosymbiont of Proechinophthirus fluctus]
124	ref|SNC58346.1|ref|SNC58346.1|	preprotein translocase subunit SecY [Sodalis endosymbiont of Henestaris halophilus]
124	ref|BAE75533.1|ref|BAE75533.1|	preprotein translocase SecY subunit [Sodalis glossinidius str. morsitans]
124	fig|1173031.7.peg.3915|fig|1173031.7.peg.3915|	unlabeled protein [Sodalis melophagi]
124	ref|WP_025420687.1|ref|WP_025420687.1|	preprotein translocase subunit SecY [Sodalis praecaptivus]
124	ref|AFP84710.1|ref|AFP84710.1|	protein translocase subunit secY/sec61 alpha [secondary endosymbiont of Ctenarytaina eucalypti]
124	ref|AFP85588.1|ref|AFP85588.1|	protein translocase subunit secY/sec61 alpha [secondary endosymbiont of Heteropsylla cubana]
125	fig|634115.4.peg.1138|fig|634115.4.peg.1138|	unlabeled protein [Arsenophenous melophagi]
125	fig|634115.3.peg.1138|fig|634115.3.peg.1138|	unlabeled protein [Arsenophenous melophagi]
125	ref|BAB12924.1|ref|BAB12924.1|	dihydrolipoamide dehydrogenase [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
125	ref|AAO26923.1|ref|AAO26923.1|	dihydrolipoamide dehydrogenase [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
125	ref|CUX96546.1|ref|CUX96546.1|	Dihydrolipoyl dehydrogenase [Candidatus Doolittlea endobia]
125	ref|CUX96321.1|ref|CUX96321.1|	Dihydrolipoyl dehydrogenase [Candidatus Gullanella endobia]
125	ref|ATW23152.1|ref|ATW23152.1|	dihydrolipoyl dehydrogenase [Candidatus Hamiltonella defensa]
125	ref|CUX97280.1|ref|CUX97280.1|	Dihydrolipoyl dehydrogenase [Candidatus Hoaglandella endobia]
125	ref|WP_067569634.1|ref|WP_067569634.1|	dihydrolipoyl dehydrogenase [Candidatus Mikella endobia]
125	ref|AEI74846.1|ref|AEI74846.1|	dihydrolipoyl dehydrogenase [Candidatus Moranella endobia PCIT]
125	ref|AGJ61092.1|ref|AGJ61092.1|	Dihydrolipoyl dehydrogenase [Candidatus Moranella endobia PCVAL]
125	ref|AHF74307.1|ref|AHF74307.1|	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex [Candidatus Sodalis pierantonius str. SOPE]
125	ref|BBI92300.1|ref|BBI92300.1|	dihydrolipoyl dehydrogenase [Serratia symbiotica]
125	ref|KYP97103.1|ref|KYP97103.1|	dihydrolipoamide dehydrogenase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
125	ref|SNC58910.1|ref|SNC58910.1|	Dihydrolipoyl dehydrogenase [Sodalis endosymbiont of Henestaris halophilus]
125	ref|BAE73744.1|ref|BAE73744.1|	dihydrolipoamide dehydrogenase [Sodalis glossinidius str. morsitans]
125	fig|1173031.7.peg.5922|fig|1173031.7.peg.5922|	unlabeled protein [Sodalis melophagi]
125	ref|WP_025423453.1|ref|WP_025423453.1|	dihydrolipoyl dehydrogenase [Sodalis praecaptivus]
125	ref|AFP84958.1|ref|AFP84958.1|	dihydrolipoamide dehydrogenase [secondary endosymbiont of Ctenarytaina eucalypti]
125	ref|AFP85555.1|ref|AFP85555.1|	dihydrolipoamide dehydrogenase [secondary endosymbiont of Heteropsylla cubana]
126	fig|634115.4.peg.556|fig|634115.4.peg.556|	unlabeled protein [Arsenophenous melophagi]
126	fig|634115.3.peg.556|fig|634115.3.peg.556|	unlabeled protein [Arsenophenous melophagi]
126	ref|BAB13212.1|ref|BAB13212.1|	50S ribosomal protein L22 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
126	ref|AAO27168.1|ref|AAO27168.1|	50S ribosomal protein L22 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
126	ref|CUX96824.1|ref|CUX96824.1|	50S ribosomal protein L22 [Candidatus Doolittlea endobia]
126	ref|CUX96195.1|ref|CUX96195.1|	50S ribosomal protein L22 [Candidatus Gullanella endobia]
126	ref|ATW23004.1|ref|ATW23004.1|	50S ribosomal protein L22 [Candidatus Hamiltonella defensa]
126	ref|CUX97097.1|ref|CUX97097.1|	50S ribosomal protein L22 [Candidatus Hoaglandella endobia]
126	ref|WP_067569139.1|ref|WP_067569139.1|	50S ribosomal protein L22 [Candidatus Mikella endobia]
126	ref|AEI75020.1|ref|AEI75020.1|	putative 50S ribosomal protein L22 [Candidatus Moranella endobia PCIT]
126	ref|AGJ61268.1|ref|AGJ61268.1|	50S ribosomal protein L22 [Candidatus Moranella endobia PCVAL]
126	ref|AHF72868.1|ref|AHF72868.1|	LSU ribosomal protein L22p (L17e) [Candidatus Sodalis pierantonius str. SOPE]
126	ref|BBI91548.1|ref|BBI91548.1|	50S ribosomal protein L22 [Serratia symbiotica]
126	ref|KYP97627.1|ref|KYP97627.1|	50S ribosomal protein L22 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
126	ref|SNC58361.1|ref|SNC58361.1|	50S ribosomal protein L22 [Sodalis endosymbiont of Henestaris halophilus]
126	ref|BAE75548.1|ref|BAE75548.1|	50S ribosomal protein L22 [Sodalis glossinidius str. morsitans]
126	fig|1173031.7.peg.3930|fig|1173031.7.peg.3930|	unlabeled protein [Sodalis melophagi]
126	ref|WP_011412083.1|ref|WP_011412083.1|	MULTISPECIES: 50S ribosomal protein L22 [Sodalis praecaptivus]
126	ref|AFP84725.1|ref|AFP84725.1|	ribosomal protein L22, bacterial type [secondary endosymbiont of Ctenarytaina eucalypti]
126	ref|AFP85603.1|ref|AFP85603.1|	ribosomal protein L22, bacterial type [secondary endosymbiont of Heteropsylla cubana]
127	fig|634115.4.peg.129|fig|634115.4.peg.129|	unlabeled protein [Arsenophenous melophagi]
127	fig|634115.3.peg.129|fig|634115.3.peg.129|	unlabeled protein [Arsenophenous melophagi]
127	ref|BAB12848.1|ref|BAB12848.1|	phenylalanyl-tRNA synthetase beta chain [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
127	ref|AAO26858.1|ref|AAO26858.1|	phenylalanyl-tRNA synthetase beta chain [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
127	ref|CUX96409.1|ref|CUX96409.1|	Phenylalanine--tRNA ligase beta subunit [Candidatus Doolittlea endobia]
127	ref|CUX95896.1|ref|CUX95896.1|	Phenylalanine--tRNA ligase beta subunit [Candidatus Gullanella endobia]
127	ref|ATW22974.1|ref|ATW22974.1|	phenylalanine--tRNA ligase subunit beta [Candidatus Hamiltonella defensa]
127	ref|CUX97160.1|ref|CUX97160.1|	Phenylalanine--tRNA ligase beta subunit [Candidatus Hoaglandella endobia]
127	ref|WP_067569530.1|ref|WP_067569530.1|	phenylalanine--tRNA ligase subunit beta [Candidatus Mikella endobia]
127	ref|AEI74884.1|ref|AEI74884.1|	phenylalanyl-tRNA synthetase subunit beta [Candidatus Moranella endobia PCIT]
127	ref|AGJ61130.1|ref|AGJ61130.1|	Phenylalanyl-tRNA synthetase beta chain [Candidatus Moranella endobia PCVAL]
127	ref|AHF74167.1|ref|AHF74167.1|	phenylalanyl-tRNA synthetase subunit beta [Candidatus Sodalis pierantonius str. SOPE]
127	ref|BBI91685.1|ref|BBI91685.1|	phenylalanine--tRNA ligase beta subunit [Serratia symbiotica]
127	ref|KYP97470.1|ref|KYP97470.1|	phenylalanine--tRNA ligase beta subunit [Sodalis-like endosymbiont of Proechinophthirus fluctus]
127	ref|SNC58812.1|ref|SNC58812.1|	Phenylalanine--tRNA ligase beta subunit [Sodalis endosymbiont of Henestaris halophilus]
127	ref|BAE74698.1|ref|BAE74698.1|	phenylalanyl-tRNA synthase beta subunit [Sodalis glossinidius str. morsitans]
127	fig|1173031.7.peg.3033|fig|1173031.7.peg.3033|	unlabeled protein [Sodalis melophagi]
127	ref|WP_025422256.1|ref|WP_025422256.1|	phenylalanine--tRNA ligase subunit beta [Sodalis praecaptivus]
127	ref|AFP84564.1|ref|AFP84564.1|	phenylalanyl-tRNA synthetase, beta subunit [secondary endosymbiont of Ctenarytaina eucalypti]
127	ref|AFP85665.1|ref|AFP85665.1|	phenylalanyl-tRNA synthetase, beta subunit [secondary endosymbiont of Heteropsylla cubana]
129	fig|634115.3.peg.314|fig|634115.3.peg.314|	unlabeled protein [Arsenophenous melophagi]
129	fig|634115.4.peg.314|fig|634115.4.peg.314|	unlabeled protein [Arsenophenous melophagi]
129	ref|BAB12859.1|ref|BAB12859.1|	dimethyladenosine transferase [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
129	ref|AAO26865.1|ref|AAO26865.1|	dimethyladenosine transferase [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
129	ref|CUX96498.1|ref|CUX96498.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Doolittlea endobia]
129	ref|CUX96093.1|ref|CUX96093.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Gullanella endobia]
129	ref|ATW22215.1|ref|ATW22215.1|	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase [Candidatus Hamiltonella defensa]
129	ref|CUX97322.1|ref|CUX97322.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Hoaglandella endobia]
129	ref|WP_067569345.1|ref|WP_067569345.1|	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Candidatus Mikella endobia]
129	ref|AEI74713.1|ref|AEI74713.1|	dimethyladenosine transferase [Candidatus Moranella endobia PCIT]
129	ref|AGJ61369.1|ref|AGJ61369.1|	Ribosomal RNA small subunit methyltransferase A [Candidatus Moranella endobia PCVAL]
129	ref|AHF73627.1|ref|AHF73627.1|	Dimethyladenosine transferase [Candidatus Sodalis pierantonius str. SOPE]
129	ref|BBI91758.1|ref|BBI91758.1|	ribosomal RNA small subunit methyltransferase A [Serratia symbiotica]
129	ref|KYP97683.1|ref|KYP97683.1|	16S rRNA methyltransferase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
129	ref|SNC58550.1|ref|SNC58550.1|	Ribosomal RNA small subunit methyltransferase A [Sodalis endosymbiont of Henestaris halophilus]
129	ref|BAE73699.1|ref|BAE73699.1|	dimethyladenosine transferase [Sodalis glossinidius str. morsitans]
129	fig|1173031.7.peg.3607|fig|1173031.7.peg.3607|	unlabeled protein [Sodalis melophagi]
129	ref|WP_025423511.1|ref|WP_025423511.1|	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Sodalis praecaptivus]
129	ref|AFP84943.1|ref|AFP84943.1|	dimethyladenosine transferase [secondary endosymbiont of Ctenarytaina eucalypti]
129	ref|AFP85450.1|ref|AFP85450.1|	dimethyladenosine transferase [secondary endosymbiont of Heteropsylla cubana]
130	fig|634115.4.peg.21|fig|634115.4.peg.21|	unlabeled protein [Arsenophenous melophagi]
130	fig|634115.3.peg.21|fig|634115.3.peg.21|	unlabeled protein [Arsenophenous melophagi]
130	ref|BAB13140.1|ref|BAB13140.1|	hypothetical protein [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
130	ref|AAO27105.1|ref|AAO27105.1|	hypothetical protein YbeY [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
130	ref|CUX96710.1|ref|CUX96710.1|	Endoribonuclease YbeY [Candidatus Doolittlea endobia]
130	ref|CUX96348.1|ref|CUX96348.1|	Endoribonuclease YbeY [Candidatus Gullanella endobia]
130	ref|ATW21633.1|ref|ATW21633.1|	rRNA maturation RNase YbeY [Candidatus Hamiltonella defensa]
130	ref|CUX97317.1|ref|CUX97317.1|	Endoribonuclease YbeY [Candidatus Hoaglandella endobia]
130	ref|WP_067569612.1|ref|WP_067569612.1|	rRNA maturation RNase YbeY [Candidatus Mikella endobia]
130	ref|AEI74923.1|ref|AEI74923.1|	putative metalloprotein YbeY family [Candidatus Moranella endobia PCIT]
130	ref|AGJ61170.1|ref|AGJ61170.1|	putative rRNA maturation factor [Candidatus Moranella endobia PCVAL]
130	ref|AHF73937.1|ref|AHF73937.1|	metal-dependent hydrolase [Candidatus Sodalis pierantonius str. SOPE]
130	ref|BBI92897.1|ref|BBI92897.1|	endoribonuclease YbeY [Serratia symbiotica]
130	ref|KYP96318.1|ref|KYP96318.1|	metal-binding heat shock protein [Sodalis-like endosymbiont of Proechinophthirus fluctus]
130	ref|SNC59015.1|ref|SNC59015.1|	Endoribonuclease YbeY [Sodalis endosymbiont of Henestaris halophilus]
130	ref|BAE74084.1|ref|BAE74084.1|	conserved hypothetical protein [Sodalis glossinidius str. morsitans]
130	fig|1173031.7.peg.5427|fig|1173031.7.peg.5427|	unlabeled protein [Sodalis melophagi]
130	ref|WP_025422968.1|ref|WP_025422968.1|	rRNA maturation RNase YbeY [Sodalis praecaptivus]
130	ref|AFP84966.1|ref|AFP84966.1|	metalloprotein, YbeY/UPF0054 family [secondary endosymbiont of Ctenarytaina eucalypti]
130	ref|AFP85651.1|ref|AFP85651.1|	metalloprotein, YbeY/UPF0054 family [secondary endosymbiont of Heteropsylla cubana]
132	fig|634115.4.peg.248|fig|634115.4.peg.248|	unlabeled protein [Arsenophenous melophagi]
132	fig|634115.3.peg.248|fig|634115.3.peg.248|	unlabeled protein [Arsenophenous melophagi]
132	ref|BAB12791.1|ref|BAB12791.1|	glutamyl-tRNA synthetase [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
132	ref|AAO26802.1|ref|AAO26802.1|	glutamyl-tRNA synthetase [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
132	ref|CUX96593.1|ref|CUX96593.1|	Glutamate--tRNA ligase [Candidatus Doolittlea endobia]
132	ref|CUX96045.1|ref|CUX96045.1|	Glutamate--tRNA ligase [Candidatus Gullanella endobia]
132	ref|ATW21901.1|ref|ATW21901.1|	glutamate--tRNA ligase [Candidatus Hamiltonella defensa]
132	ref|CUX97128.1|ref|CUX97128.1|	Glutamate--tRNA ligase [Candidatus Hoaglandella endobia]
132	ref|WP_067569315.1|ref|WP_067569315.1|	glutamate--tRNA ligase [Candidatus Mikella endobia]
132	ref|AEI74972.1|ref|AEI74972.1|	glutamyl-tRNA synthetase [Candidatus Moranella endobia PCIT]
132	ref|AGJ61220.1|ref|AGJ61220.1|	Glutamyl-tRNA synthetase [Candidatus Moranella endobia PCVAL]
132	ref|AHF74451.1|ref|AHF74451.1|	glutamyl-tRNA synthetase [Candidatus Sodalis pierantonius str. SOPE]
132	ref|BBI92070.1|ref|BBI92070.1|	glutamate--tRNA ligase [Serratia symbiotica]
132	ref|KYP97764.1|ref|KYP97764.1|	glutamyl-tRNA ligase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
132	ref|SNC58419.1|ref|SNC58419.1|	Glutamate--tRNA ligase [Sodalis endosymbiont of Henestaris halophilus]
132	ref|BAE74951.1|ref|BAE74951.1|	glutamyl-tRNA synthase [Sodalis glossinidius str. morsitans]
132	fig|1173031.7.peg.1823|fig|1173031.7.peg.1823|	unlabeled protein [Sodalis melophagi]
132	ref|WP_025421458.1|ref|WP_025421458.1|	glutamate--tRNA ligase [Sodalis praecaptivus]
132	ref|AFP85170.1|ref|AFP85170.1|	glutamyl-tRNA synthetase [secondary endosymbiont of Ctenarytaina eucalypti]
132	ref|AFP85464.1|ref|AFP85464.1|	glutamyl-tRNA synthetase [secondary endosymbiont of Heteropsylla cubana]
134	fig|634115.4.peg.471|fig|634115.4.peg.471|	unlabeled protein [Arsenophenous melophagi]
134	fig|634115.3.peg.471|fig|634115.3.peg.471|	unlabeled protein [Arsenophenous melophagi]
134	ref|BAB12979.1|ref|BAB12979.1|	lipoic acid synthetase [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
134	ref|AAO26977.1|ref|AAO26977.1|	lipoic acid synthetase [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
134	ref|CUX96769.1|ref|CUX96769.1|	Lipoyl synthase [Candidatus Doolittlea endobia]
134	ref|CUX96339.1|ref|CUX96339.1|	Lipoyl synthase [Candidatus Gullanella endobia]
134	ref|ATW22143.1|ref|ATW22143.1|	lipoyl synthase [Candidatus Hamiltonella defensa]
134	ref|CUX97307.1|ref|CUX97307.1|	Lipoyl synthase [Candidatus Hoaglandella endobia]
134	ref|WP_082797671.1|ref|WP_082797671.1|	lipoyl synthase [Candidatus Mikella endobia]
134	ref|AEI74798.1|ref|AEI74798.1|	lipoyl synthase [Candidatus Moranella endobia PCIT]
134	ref|AGJ61455.1|ref|AGJ61455.1|	Lipoyl synthase [Candidatus Moranella endobia PCVAL]
134	ref|AHF73458.1|ref|AHF73458.1|	lipoate synthase [Candidatus Sodalis pierantonius str. SOPE]
134	ref|BBI91733.1|ref|BBI91733.1|	lipoyl synthase [Serratia symbiotica]
134	ref|KYP96309.1|ref|KYP96309.1|	lipoyl synthase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
134	ref|SNC59001.1|ref|SNC59001.1|	Lipoyl synthase [Sodalis endosymbiont of Henestaris halophilus]
134	ref|BAE74067.1|ref|BAE74067.1|	lipoate synthase [Sodalis glossinidius str. morsitans]
134	fig|1173031.7.peg.5400|fig|1173031.7.peg.5400|	unlabeled protein [Sodalis melophagi]
134	ref|WP_025422989.1|ref|WP_025422989.1|	lipoyl synthase [Sodalis praecaptivus]
134	ref|AFP84683.1|ref|AFP84683.1|	lipoate synthase [secondary endosymbiont of Ctenarytaina eucalypti]
134	ref|AFP85762.1|ref|AFP85762.1|	lipoate synthase [secondary endosymbiont of Heteropsylla cubana]
135	fig|634115.4.peg.361|fig|634115.4.peg.361|	unlabeled protein [Arsenophenous melophagi]
135	fig|634115.3.peg.361|fig|634115.3.peg.361|	unlabeled protein [Arsenophenous melophagi]
135	ref|BAB12947.1|ref|BAB12947.1|	elongation factor Ts [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
135	ref|AAO26946.1|ref|AAO26946.1|	elongation factor Ts [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
135	ref|CUX96919.1|ref|CUX96919.1|	Elongation factor Ts [Candidatus Doolittlea endobia]
135	ref|CUX95788.1|ref|CUX95788.1|	Elongation factor Ts [Candidatus Gullanella endobia]
135	ref|ATW22597.1|ref|ATW22597.1|	translation elongation factor Ts [Candidatus Hamiltonella defensa]
135	ref|CUX97269.1|ref|CUX97269.1|	Elongation factor Ts [Candidatus Hoaglandella endobia]
135	ref|WP_067569462.1|ref|WP_067569462.1|	elongation factor Ts [Candidatus Mikella endobia]
135	ref|AEI74962.1|ref|AEI74962.1|	translational elongation factor Ts [Candidatus Moranella endobia PCIT]
135	ref|AGJ61210.1|ref|AGJ61210.1|	Elongation factor Ts [Candidatus Moranella endobia PCVAL]
135	ref|AHF74725.1|ref|AHF74725.1|	Translation elongation factor Ts [Candidatus Sodalis pierantonius str. SOPE]
135	ref|BBI92489.1|ref|BBI92489.1|	elongation factor Ts [Serratia symbiotica]
135	ref|KYP97825.1|ref|KYP97825.1|	elongation factor Ts [Sodalis-like endosymbiont of Proechinophthirus fluctus]
135	ref|SNC58309.1|ref|SNC58309.1|	Elongation factor Ts [Sodalis endosymbiont of Henestaris halophilus]
135	ref|BAE75217.1|ref|BAE75217.1|	elongation factor EF-Ts [Sodalis glossinidius str. morsitans]
135	fig|1173031.7.peg.1560|fig|1173031.7.peg.1560|	unlabeled protein [Sodalis melophagi]
135	ref|WP_025421109.1|ref|WP_025421109.1|	elongation factor Ts [Sodalis praecaptivus]
135	ref|AFP85072.1|ref|AFP85072.1|	translation elongation factor Ts [secondary endosymbiont of Ctenarytaina eucalypti]
135	ref|AFP85786.1|ref|AFP85786.1|	translation elongation factor Ts [secondary endosymbiont of Heteropsylla cubana]
136	fig|634115.3.peg.238|fig|634115.3.peg.238|	unlabeled protein [Arsenophenous melophagi]
136	fig|634115.4.peg.238|fig|634115.4.peg.238|	unlabeled protein [Arsenophenous melophagi]
136	ref|BAB12763.1|ref|BAB12763.1|	50S ribosomal protein L10 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
136	ref|AAO26780.1|ref|AAO26780.1|	50S ribosomal protein L10 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
136	ref|CUX96668.1|ref|CUX96668.1|	50S ribosomal protein L10 [Candidatus Doolittlea endobia]
136	ref|CUX95764.1|ref|CUX95764.1|	50S ribosomal protein L10 [Candidatus Gullanella endobia]
136	ref|ATW22166.1|ref|ATW22166.1|	50S ribosomal protein L10 [Candidatus Hamiltonella defensa]
136	ref|CUX97375.1|ref|CUX97375.1|	50S ribosomal protein L10 [Candidatus Hoaglandella endobia]
136	ref|WP_067569166.1|ref|WP_067569166.1|	50S ribosomal protein L10 [Candidatus Mikella endobia]
136	ref|AEI75055.1|ref|AEI75055.1|	putative 50S ribosomal protein L10 [Candidatus Moranella endobia PCIT]
136	ref|AGJ61305.1|ref|AGJ61305.1|	50S ribosomal protein L10 [Candidatus Moranella endobia PCVAL]
136	ref|AHF74821.1|ref|AHF74821.1|	LSU ribosomal protein L10p (P0) [Candidatus Sodalis pierantonius str. SOPE]
136	ref|BBI91350.1|ref|BBI91350.1|	50S ribosomal protein L10 [Serratia symbiotica]
136	ref|KYP97157.1|ref|KYP97157.1|	50S ribosomal protein L10 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
136	ref|SNC58771.1|ref|SNC58771.1|	50S ribosomal protein L10 [Sodalis endosymbiont of Henestaris halophilus]
136	ref|BAE73407.1|ref|BAE73407.1|	50S ribosomal protein L10 [Sodalis glossinidius str. morsitans]
136	fig|1173031.7.peg.5166|fig|1173031.7.peg.5166|	unlabeled protein [Sodalis melophagi]
136	ref|WP_025424016.1|ref|WP_025424016.1|	50S ribosomal protein L10 [Sodalis praecaptivus]
136	ref|AFP84674.1|ref|AFP84674.1|	ribosomal protein L10 [secondary endosymbiont of Ctenarytaina eucalypti]
136	ref|AFP85628.1|ref|AFP85628.1|	ribosomal protein L10 [secondary endosymbiont of Heteropsylla cubana]
137	fig|634115.4.peg.172|fig|634115.4.peg.172|	unlabeled protein [Arsenophenous melophagi]
